id,acceptedanswerid,title,body
"2397544","2397549","Help with writing a paper on fractals","<p>I have to write a paper on fractals, and my general idea is to focus on the mandelbrot set. Do you have any idea what I need to know? I have to be able to explain the ideas to a layman, but I also want to explain fractals in-depth.</p>

<p>Some difficulties in research have been that fractals feel less rigorous than any other field of math I've studied. They also go into topics of topology I'm not used to. I'm still trying to understand why the mandelbrot set is bounded in a circle from $2$ to $2i$ in the complex plane, but I know it's related to $f_{c}(z)= z^2 + c$
Some interesting parts of research have been the idea of using mathematical visualization to explain ideas why certain areas look the way they do.</p>

<p>My general question is: Do you know where I should research? What do I need to read to write an awesome paper? Thanks !</p>
"
"2397548","2397551","Show that if $f(x, y, z)$ satisfies Laplace's equation, then $\iint_S f \nabla f \cdot \hat{n} \ dS = \iiint_E |\nabla f|^2 \ dV$.","<p><strong>Problem</strong></p>

<blockquote>
  <p>Show that if $f(x, y, z)$ satisfies Laplace's equation, then $\iint_S f \nabla f \cdot \hat{n} \ dS = \iiint_E |\nabla f|^2 \ dV$, where $S$ is the boundary of the volume $V$.</p>
</blockquote>

<hr>

<p><strong>Solution</strong></p>

<p>The divergence theorem is $\iint_S \mathbf{F} \cdot \hat{n} \ dS = \iiint_V \nabla \cdot \mathbf{F} \ dV$.</p>

<p>Let $\mathbf{F} = f \nabla f$. Then</p>

<p>$\nabla \cdot \mathbf{F} = \nabla \cdot (f\nabla f)$</p>

<p>$= \dfrac{\partial}{\partial{x}}\left(f \dfrac{\partial{f}}{\partial{x}} \right) + \dfrac{\partial}{\partial{y}}\left(f \dfrac{\partial{f}}{\partial{y}} \right) + \dfrac{\partial}{\partial{z}}\left(f \dfrac{\partial{f}}{\partial{z}} \right)$</p>

<p>$= f\dfrac{\partial^2{f}}{\partial{x^2}} + \left(\dfrac{\partial{f}}{\partial{x}} \right)^2 + f\dfrac{\partial^2{f}}{\partial{y^2}} + \left(\dfrac{\partial{f}}{\partial{y}} \right)^2 + f\dfrac{\partial^2{f}}{\partial{z^2}} + \left(\dfrac{\partial{f}}{\partial{z}} \right)^2$</p>

<p>$= f \nabla^2 f + |\nabla f|^2 = |\nabla f|^2$, since $\nabla^2 f \equiv f_{xx} + f_{yy} + f_{zz} = 0$.</p>

<hr>

<p>I understood everything in the solution up until $= f \nabla^2 f + |\nabla f|^2$. Where did the absolute value signs in $|\nabla f|^2$ come from?</p>

<p>I would greatly appreciate it if people could please take the time to clarify this.</p>
"
"2397560","2397693","Intuition of local ring $O_{p,X},p\in X$ prime ideals correspondence with subvarieties of variety $X$","<p>What is the intuition of local ring $\mathcal{O}_{p,X}$ for $p\in X$ prime ideal correspondence with subvarieties of variety $X$? </p>

<p>I am using Hartshorne's definition of variety here. I knew $\mathcal{O}_{p,X}\cong A(\bar{X})_{m_p}$ where $m_p$ is the maximal ideal of $p\in X$ and $\bar{X}$ is the closure of $X$ in either $\mathbb{P}^n$ or $\mathbb{A}^n$. I knew there is correspondence as posteriori fact after showing the isomorphism. Suppose I do not know $A(\bar{X})_{m_p}$. </p>

<ol>
<li><p>What is the geometric intuition on $\mathcal{O}_{p,X}$ prime ideals corresponding to subvarieties of variety $X$ here? </p></li>
<li><p>Since $\mathcal{O}_{p,X}$ is a local ring and it basically looks at the set away from $p$, is this looking at the regular functions on subvarieties containing $p$ as obvious I have $\mathcal{O}_{p,X}\to \mathcal{O}_{p,X'}$ where $X'$ is some subvariety of $X$?</p></li>
</ol>
"
"2397567","2397573","Are some of the polynomials defining the Segre variety redundant?","<p>Given $\mathbb{P}^k$ and $\mathbb{P}^{\ell}$, the Segre variety is projective subvariety of $\mathbb{P}^{(k+1)(\ell+1)-1}$ defined as the common vanishing set of quadratic polynomials which can be defined as the $2 \times 2$ minors of a $(k+1)\times (\ell +1)$ matrix.</p>

<p>For geometric reasons, I would expect this projective variety to have dimension $k + \ell$, and thus to be defined by $[(k+1)(\ell+1)-1]-k + \ell=k\ell$ polynomials.</p>

<p>However, combinatorially I would expect the number of $2 \times 2$ minors of a $(k+1)\times (\ell +1)$ matrix to be $\binom{(k+1)}{2}\cdot \binom{(\ell +1)}{2} = \frac{1}{4}(k^2+k)(\ell^2+\ell)$, thus the Segre variety is defined by that many polynomials.</p>

<p>But $\frac{1}{4}(k^2+k)(\ell^2+\ell) \not= k\ell $. (Take, e.g., $k=4, \ell=8$.)</p>

<p><strong>Question:</strong> Where are the errors in my reasoning? </p>

<p>If there are no errors in my reasoning, then does this imply that some of the defining polynomials for the Segre variety are redundant? Why or why not? If so, which ones? (""Soft"" answers would be sufficient.)</p>

<p>(Would this be a case where, for degeneracy reasons, we can't use the Implicit function theorem to easily use the minimum number of defining polynomials to compute the dimension of the variety at each point?)</p>

<p>There are almost certainly major mistakes in my reasoning, so I apologize in advance for the embarrassingly stupid question.</p>
"
"2397569","2397570","What are the union and intersection of events?","<p>I know what the union and intersection of sets are, but I don't understand how that applies to probability and events.(As in, why is the probability of the intersection of 2 events the probability of both events happening, and what sets are intersecting) A good explanation of events would also be helpful. </p>
"
"2397589","2397597","Are $ 5 \text{ x } m_y(s)$ and $m_y(s)^2$ moment generating functions","<p>Say if I had some MGF like  $m_y(s)$ of some random variable $Y$, are $ 5 \text{ x } m_y(s)$ and $m_y(s)^2$ moment generating functions? This is a curiosity thing, does multiplying through by some integer have an effect? How about squaring the MGF? </p>
"
"2397602","2397612","To show function converges to a continuous function but not uniformly","<p>Let</p>

<p>$$f_n(x) =
\begin{cases}
0,  &amp; \text{if } x&lt;\frac{1}{n+1} \\
\sin \frac{\pi}{x}, &amp; \text{if } \frac{1}{n+1}\le x\le\frac{1}{n} \\
0, &amp; \text{if } x&gt;\frac{1}{n}.
\end{cases}$$</p>

<p>Show that $f_n(x)$ converges to a continuous function but not uniformly.</p>

<p>I do not know how to proceed with this. Any help/hint would be appreciated.</p>
"
"2397605","2397618","Sum of vector subspaces","<p>I am trying to self study linear algebra and am stuck on a problem. It comes from Axler's Linear Algebra done right example 1.38 and I don't understand the solution that I could find online. </p>

<blockquote>
  <p>Suppose that $U=\{(x,x,y,y)\in F^4 : x,y \in F\}$ and $W=\{(x,x,x,y) \in F^4 : x,y \in F\}$, show that $U+W=\{(x,x,y,z) \in F^4 : x,y,z \in F\}$.</p>
</blockquote>

<p>Its stated that the sum of vector subspaces is the set of all possible sums of the elements but how does $x+y=y$ and $y+y=z$</p>
"
"2397607","2397620","Reducing Matrix For General Solution","<p><a href=""https://i.stack.imgur.com/v6KNs.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/v6KNs.jpg"" alt=""enter image description here""></a></p>

<p>for a general solution:
$$ \begin{bmatrix} x\\y\\z \end{bmatrix} = \begin{bmatrix} 2s - 3t\\s\\t \end{bmatrix} $$, where s, t are arbitrary parameters. </p>

<p>Why is the general solution as stated above with two arbitrary parameters? I assume that it is because having three arbitrary parameters does not tell us anything interesting or further than what we already know going into the problem. Whereas with two arbitrary parameters we can now understand some additional relationship across the solution? Is there another general solution that can be found?</p>
"
"2397627","2397630","Inflection point","<p>I want to sketch the graph of </p>

<p>$$ y = 0.768x - 0.00004x^3 $$</p>

<p>I have found the critical points</p>

<ol>
<li><p>Min. $(-80, -40\frac{24}{25} )$ </p></li>
<li><p>Max. $(80, 40\frac{24}{25} )$ </p></li>
</ol>

<p>However , I do not know where does the min/max points start to turn (inflection points) how do I find that ? </p>
"
"2397633","2397649","Find all the integers $n$ such that $n + 2112$ and $4n + 2112$ are square numbers","<p><strong>Find all the integers $n$ such that $n + 2112$ and $4n + 2112$ are perfect squares</strong></p>

<p>First,for $$ n + 2112 = y^2 $$
The possible values for $n$ here are $\{...,-87,4,97,192,...\}$ and it's a quadratic series of form $x_1^2+90x_1-87$</p>

<p>Then, for 
$$4n + 2112=z^2$$ 
I factorized $2112$ as $11*3*2^6$ so 
$$4n + 11*3*2^6= 4(n + 528)$$ 
So $(n + 528)$ has to be a square number, then $n=\{...,-44,1,48,97,... \}$  and it's a quadratic series of form $x_2^2+44x_2-44$.</p>

<p>Then all the values of $n$ are given when $$x_1^2+90x_1-87=x_2^2+44x_2-44$$ An example is $n=97$, with it, $x_1=2$ and $x_2=3$, But i didn't figure how to get all the possible values  with that equality. So is this way correct? is there other ways to do it? thanks.</p>
"
"2397648","2397656","why the relationship between A^i vs A^-i","<p>I am trying to get an <em>intuitive</em> idea of imaginary exponents. I've read this: <a href=""https://math.stackexchange.com/questions/9770/understanding-imaginary-exponents"">Understanding imaginary exponents</a> and one thing I am wondering is why if</p>

<p>$A^i=x+iy$</p>

<p>then</p>

<p>$A^{-i}=x-iy$</p>

<p>I read the comments in the link, but the answer someone gave may be incomplete, or at least it doesn't make sense to me.</p>
"
"2397654","2397658","If $(M,d)$ has an uncountable discrete subset then $M$ is not separable?","<p>I was thinking a bit about the proof of the fact that $\ell^{\infty}$ is not separable. And from the proof I saw, which uses a subspace which is discrete and uncountable, I thought I can prove it for any space which has the property.</p>

<p>Let's take $M$ a metric space with a discrete subspace $X$. Let $D$ be a dense subset of $M$. For every $x\in X$, we consider the ball $B_x=B_{\frac{1}{3}}(x)$. Then since $D$ is dense, for every such $x$, $B_x\cap D\neq \varnothing$, so let's take an arbitrary fixed element $a(x)\in B_x\cap D$ for each $x$.</p>

<p>Since $x\neq y\Rightarrow B_x\cap B_y=\varnothing$ (because $d(x,y)=1$), so $(B_x\cap D)\cap (B_y\cap D)=\varnothing\Rightarrow a(x)\neq a(y)$, so $x\mapsto a(x)$ is injective, thus $D$ is uncountable and $M$ is not separable.</p>

<p>Is that right?</p>

<p>Edit: Now I see that this can be solved using <a href=""https://math.stackexchange.com/questions/516886/prove-that-a-subset-of-a-separable-set-is-itself-separable?rq=1"">this</a> since the subset $D$ would not be separable.</p>
"
"2397676","2397686","What is the sum (in base 10) of all the natural numbers less than 64 which have exactly three ones in their base 2 representation?","<p>What is the sum (in base 10) of all the natural numbers less than 64 which have exactly three ones in their base 2 representation? </p>

<p>The numbers will have at most $6$ digits in their binary representation and let ﬁrst digits can be $0$ , hence all numbers can be made six digit numbers. The number of numbers with exactly $3$ ones $= 6C3= 6·5·4 6 = 20$. Each number has $3$ ones and $3$ zeros. So totally out of $20·6$ digits $20·3$ one’s are there. So there are exactly $20*3/6$ = $10$ one's in each place.</p>

<p>I don't know how I can proceed for here!</p>
"
"2397683","2397688","Find $S_{PCD} $ given $S_{ABCD},S_{ABP},S_{BPC}$","<blockquote>
  <p>In the following figure,$ABCD$ is a paralleogram  in which point $P$ lies in triangle $ABD$ and the areas of $ABCD,ABP,BPC$ are known to be $s_1,s_2,s_3$ respectively. Find $S_{PCD}$  </p>
</blockquote>

<p>I think the number of unknowns in this problem is more than the number of equations that can be formed!!
<a href=""https://i.stack.imgur.com/UGVvs.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/UGVvs.png"" alt=""enter image description here""></a></p>
"
"2397684","2397698","Show that the distribution of $Y = \log X$ is exponential with rate $\alpha$, with PDF $f(x) = \dfrac{\alpha}{x^{\alpha +1}}$","<p>A random variable $X$ has a probability density function of $f(x) = \dfrac{\alpha}{x^{\alpha +1}}$, $x &gt; 1$ and $\alpha &gt; 0$. Show that the distribution of $Y = \log X$ is exponential with rate $\alpha$ using: </p>

<p>(i) ideas from moment generating functions</p>

<blockquote>
  <p>I reword the information in the question to get:</p>
  
  <p>$Y = \log(X)$ into $E[e^{sY}]$ to get  $E[e^{s \log X}]$ and simplify to $E[X^s]$.</p>
  
  <p>Using the integral definition of an expectation (not sure if the range is correct):</p>
</blockquote>

<p>$$\int_1^\infty x^s \cdot f(x) \space dx$$</p>

<blockquote>
  <p>This is where I do not know how to take it further. What I need from here, is to show that the distribution of $Y$ is exponential with rate $\alpha$.</p>
</blockquote>
"
"2397702","2397710","Why $f_x(x)=\frac1{3x^{2/3}}$ is not continuous at $x=0$?","<p>Im reading a book of differential equations and at some point it says that the function defined by $f_x(x)=\frac1{3x^{2/3}}$ is not continuous at $x=0$, but $x=0$ is not a point of the domain of $f_x$ because the function is not defined at it.</p>

<p>Then it is correct to say that if a function is not defined at some point then it is not continuous at this point either?</p>

<hr>

<p>Background: the function comes from the initial value problem defined by</p>

<p>$$x'=x^{1/3}=:f(x),\quad x(0)=0\tag1$$ From here the book used the partial derivative of $f$ respect to $x$, that is</p>

<p>$$f_x(x):=\partial_x f(x)=\frac1{3x^{2/3}}$$</p>

<p>and the fact that $f_x$ is not continuous at $x=0$ is used to show that, from some theorem about uniqueness of solutions, that the solutions to $(1)$ could be not unique, in this case it is shown that there are infinite solutions.</p>
"
"2397713","2397739","Showing that a best approximation exists in a finite-dimensional subspace?","<p>I have some questions on a proof that for every element of a normed space $X$, there exists a best approximation of this element in a finite-dimensional subspace $U$. Here is the proof:</p>

<p>Let $\varphi \in X$ and choose a minimizing sequence $(u_n)$ for $\varphi$, i.e. $u_n \in U$ satisfies
$$
\||\varphi-u_n|| \to d:= \inf_{u\in U} ||\varphi-u||, \quad n\to \infty.
$$
As $||u_n|| \le ||\varphi-u_n|| + ||\varphi||$ the sequence $(u_n)$ is bounded. Since $U$ has finite dimension, it is closed, and hence the sequence $(u_n)$ contains a convergent subsequence $(u_{n(k)})$ with limit $v\in U$. Then we have that
$$
||\varphi-v|| = \lim_{k\to\infty} ||\varphi-u_{n(k)}|| = d.
$$</p>

<p><strong>Questions:</strong></p>

<ol>
<li>Why do we have to go to the trouble of starting with a minimizing sequence? Say $X=\mathbb{R}^2$, $U = \{(x,0):x\in\mathbb{R}\}$, and we take the point $\varphi = (5,2)\in \mathbb{R}$. Then the best approximation to $\varphi$ in $U$ is clearly $u=(5,0)$. So why do we need minimizing sequences?</li>
<li>Why does $||u_n|| \le ||\varphi-u_n|| + ||\varphi||$ mean that $(u_n)$ is bounded? The first term on the right hand side could be arbitrarily large, so how does this give us a bound $M$ such that $||x_n|| \le M$ for all $n\in \mathbb{N}$?</li>
<li>Why are we not done after the first equation? That is, we defined a minimizing sequence in $U$ that converges to the best approximation..so why can't we take the limit of the sequence there and then and be done with it?</li>
</ol>
"
"2397718","2397731","Yoneda Lemma (again)","<p>Let $C^{\wedge} = \text{Fct}(C^{\text{op}}, \text{Set})$.  Let $\text{h}_C : C \to C^{\wedge}, \ X \mapsto \text{Hom}_C(\cdot, X)$.  Then the Yoneda lemma is:</p>

<blockquote>
  <p>For $A \in C^{\wedge}$ and $X \in C$, $\text{Hom}_{C^{\wedge}}(\text{h}_C(X), A) \simeq A(X)$. </p>
</blockquote>

<p>We have, for $\phi \in \text{Hom}_{C^{\wedge}}(\text{h}_C(X), A)$,</p>

<p>$$
\require{AMScd}
\begin{CD}
\text{h}_C(Y, X) @&gt;{\text{h}_C(f, X)}&gt;&gt; \text{h}_C(Z, X)\\
@V{\phi_Y}VV @V\phi_ZVV \\
A(Y) @&gt;{A(f)}&gt;&gt; A(Z)
\end{CD}
\tag{1}
$$</p>

<p>commutes for every $f : Y \to Z$ in $C^{\text{op}}$.  In particular for $Y, Z = X$, associate to $\phi$, $\phi_X(\text{id}_X) \in A(X)$.   Thus our map $\varphi : \text{Hom}_{C^{\wedge}}(\text{h}_C(X), A) \to A(X)$ is given by $\varphi : \phi \mapsto \phi_X(\text{id}_X)$.</p>

<hr>

<p>On the other side, given $s \in A(X)$ we want to associate it to a natural map $\psi(s) \in \text{Hom}_{C^{\wedge}}(\text{h}_C(X), A)$.  That is we want a family of maps $\psi(s)_Y : \text{Hom}_C(Y, X) \to A(Y)$.  By the functoriality of $A$, $A: \text{Hom}_C(Y,X) \to \text{Hom}_{\text{Set}}(A(X), A(Y))$, and composition with $s$ gives a map into $A(Y)$.  Thus $\varphi : s \to A(\cdot)(s)$ hopefully is the inverse map to $\varphi$.</p>

<hr>

<p>$$
\psi \circ \varphi(\phi) = \psi(\phi_X(\text{id}_X)) = A(\cdot)(\phi_X (\text{id}_X))
$$</p>

<p>Given $f \in \text{Hom}_C(Y,X)$ we have $(A(f) \circ \phi_X)(\text{id}_X) = ?$</p>

<p>I'm stuck.</p>

<hr>

<p>Thanks @Sky.</p>

<p>Use this diagram:
$$
\require{AMScd}
\begin{CD}
\text{h}_C(X, X) @&gt;{\text{h}_C(f, X)}&gt;&gt; \text{h}_C(Y, X)\\
@V{\phi_X}VV @V\phi_YVV \\
A(X) @&gt;{A(f)}&gt;&gt; A(Y)
\end{CD}
\tag{2}
$$</p>

<p>So that $(A(f) \circ \phi_X)(\text{id}_X) = (\phi_Y \circ \text{h}_C(f, X))(\text{id}_X) = \phi_Y \circ f = \text{h}_C(f, X) \circ \phi_Y$</p>

<p><strong>Still stuck.</strong></p>
"
